clues,cl_treatmentArm,cl_cov_movi,cl_cov_telcel,cl_cov_moviPct,cl_cov_telcelPct,cl_inst_clCat,cl_ent_clave_clCat,cl_ent_nombre_clCat,cl_jur_clave_clCat,cl_jur_nombre_clCat,cl_mun_clave_clCat,cl_mun_nombre_clCat,cl_loc_clave_clCat,cl_loc_nombre_clCat,cl_clase_nombre_clCat,cl_tipo_nombre_clCat,cl_nombre_clCat,cl_domicilio_clCat,cl_cp_clCat,cl_longitude,cl_latitude,cl_altitude
GTSSA017484,1,1,1,1,1,SSA,11,GUANAJUATO,6,IRAPUATO,23,PÉNJAMO,288,SANTA ANA PACUECO,UNIDAD DE CONSULTA EXTERNA,CENTROS DE SALUD CON SERVICIOS AMPLIADOS,SANTA ANA PACUECO - CESSA,AVENIDA VILLAGRAN ENTRE COMONFORT Y VILLAS DE SAN JUAN SIN NÚMERO   ,36910,-102.0158333,20.34722222,1670
HGIMO000083,0,0,1,0,1,IMSS-PROSPERA,13,HIDALGO,13,OTOMÍ TEPEHUA,2,ACAXOCHITLÁN,16,TEPEPA (SANTIAGO TEPEPA),UNIDAD DE CONSULTA EXTERNA,NO ESPECIFICADO,TEPEPA (SANTIAGO TEPEPA),DOMICILIO CONOCIDO    ,43730,-98.17888889,20.125,2280
HGIMO000730,0,0,1,0.044542033,1,IMSS-PROSPERA,13,HIDALGO,4,HUICHAPAN,29,HUICHAPAN,3,COLONIA GUADALUPE EL ASTILLERO,UNIDAD DE CONSULTA EXTERNA,NO ESPECIFICADO,COLONIA GUADALUPE EL ASTILLERO,DOMICILIO CONOCIDO    ,42412,-99.55305556,20.32972222,2550
HGIMO000783,0,0,1,0,1,IMSS-PROSPERA,13,HIDALGO,6,IXMIQUILPAN,30,IXMIQUILPAN,8,CAPULA,UNIDAD DE CONSULTA EXTERNA,NO ESPECIFICADO,CAPULA (IXMIQUILPAN),DOMICILIO CONOCIDO    ,42325,-99.13805556,20.50861111,1780
HGIMO000940,0,0,1,0,0.241174802,IMSS-PROSPERA,13,HIDALGO,9,MOLANGO,34,LOLOTLA,34,XUCHITLÁN,UNIDAD DE CONSULTA EXTERNA,NO ESPECIFICADO,XUCHITLÁN (LOLOTLA),DOMICILIO CONOCIDO    ,43143,-98.74388889,21.06388889,640
HGIMO001133,3,0,1,0,1,IMSS-PROSPERA,13,HIDALGO,9,MOLANGO,42,MOLANGO DE ESCAMILLA,9,IXCATLÁN (SAN PEDRO),UNIDAD DE CONSULTA EXTERNA,NO ESPECIFICADO,IXCATLÁN (SAN PEDRO),DOMICILIO CONOCIDO    ,43110,-98.81583333,20.93,940
HGIMO001285,1,0,1,0,1,IMSS-PROSPERA,13,HIDALGO,5,ZIMAPÁN,47,PACULA,1,PACULA,UNIDAD DE CONSULTA EXTERNA,NO ESPECIFICADO,PACULA,DOMICILIO CONOCIDO    ,42240,-99.29583333,21.05055556,1300
HGIMO001326,3,0,1,0,1,IMSS-PROSPERA,13,HIDALGO,16,JACALA,49,PISAFLORES,29,LAS MORAS,UNIDAD DE CONSULTA EXTERNA,NO ESPECIFICADO,LAS MORAS (PISAFLORES),DOMICILIO CONOCIDO    ,42223,-98.94638889,21.28444444,400
HGIMO001425,1,0,1,0,1,IMSS-PROSPERA,13,HIDALGO,7,ACTOPAN,54,SAN SALVADOR,1,SAN SALVADOR,UNIDAD DE CONSULTA EXTERNA,NO ESPECIFICADO,SAN SALVADOR,DOMICILIO CONOCIDO    ,42640,-99.01361111,20.28388889,1940
HGIMO001850,3,0,1,0,1,IMSS-PROSPERA,13,HIDALGO,9,MOLANGO,73,TLANCHINOL,5,APANTLAZOL,UNIDAD DE CONSULTA EXTERNA,NO ESPECIFICADO,APANTLAZOL,DOMICILIO CONOCIDO    ,43154,-98.58333333,20.98916667,1380
HGIMO001944,0,0,1,0.648966432,0.962260544,IMSS-PROSPERA,13,HIDALGO,10,HUEJUTLA,78,XOCHIATIPAN,2,ACANOA,UNIDAD DE CONSULTA EXTERNA,NO ESPECIFICADO,ACANOA,DOMICILIO CONOCIDO    ,43092,-98.26888889,20.79666667,560
HGIMO002130,0,0,1,0,0.850441873,IMSS-PROSPERA,13,HIDALGO,5,ZIMAPÁN,84,ZIMAPÁN,19,DURANGO,UNIDAD DE CONSULTA EXTERNA,NO ESPECIFICADO,DURANGO,DOMICILIO CONOCIDO    ,42340,-99.23,20.89472222,2080
HGSSA000050,1,1,1,1,1,SSA,13,HIDALGO,15,ATOTONILCO,1,ACATLÁN,27,COLONIA 28 DE MAYO (SANTA ROSA),UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,COL. 28 DE MAYO SANTA ROSA,AGUSTIN OLVERA SIN NÚMERO   ,43540,-98.38972222,20.16638889,2120
HGSSA000086,2,0,1,0,1,SSA,13,HIDALGO,13,OTOMÍ TEPEHUA,2,ACAXOCHITLÁN,7,LOS REYES,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,LOS REYES,FRENTE A LA FARMACIA SIN NÚMERO  BARRIO NÚMERO 8 ,43720,-98.16444444,20.15472222,2220
HGSSA000202,2,0,1,0,1,SSA,13,HIDALGO,7,ACTOPAN,3,ACTOPAN,10,CHICAVASCO,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,CHICAVASCO,PLAZA JUÁREZ SIN NÚMERO   ,42500,-98.95361111,20.19611111,2060
HGSSA000255,0,0,1,0,1,SSA,13,HIDALGO,7,ACTOPAN,3,ACTOPAN,23,SAN ANDRÉS TIANGUISTENGO,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,SAN ANDRÉS TIANGUISTENGO,A UN LADO DEL PANTEON MANZANA 1   ,42500,-98.84944444,20.26916667,2400
HGSSA000284,1,1,1,1,1,SSA,13,HIDALGO,13,OTOMÍ TEPEHUA,4,AGUA BLANCA DE ITURBIDE,10,EJIDO DE PALIZAR,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,EJIDO DE PALIZAR,CARRETERA AGUA BLANCA-EJIDO PALIZAR    ,43460,-98.41416667,20.34666667,2220
HGSSA000296,0,0,1,0,1,SSA,13,HIDALGO,14,TEPEJI,5,AJACUBA,1,AJACUBA,UNIDAD DE CONSULTA EXTERNA,RURAL DE 03 NÚCLEOS BÁSICOS Y MÁS,AJACUBA,NULL,42150,-99.12222222,20.09194444,2160
HGSSA000342,3,0,1,0,1,SSA,13,HIDALGO,6,IXMIQUILPAN,6,ALFAJAYUCAN,31,SAN FRANCISCO SACACHICHILCO,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,SAN FRANCISCO SACACHICHILCO,PLAZUELA PRINCIPAL CERCANO AL RUEDO    ,42390,-99.39027778,20.47583333,1750
HGSSA000354,1,0,1,0,1,SSA,13,HIDALGO,6,IXMIQUILPAN,6,ALFAJAYUCAN,33,SAN PABLO OXTOTIPAN,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,SAN PABLO OXTOTIPAN,CAMINO REAL A ALFAJAYUCAN    ,42390,-99.37666667,20.33527778,2040
HGSSA000371,0,0,1,0,1,SSA,13,HIDALGO,11,APAN,7,ALMOLOYA,1,ALMOLOYA,UNIDAD DE CONSULTA EXTERNA,RURAL DE 02 NÚCLEOS BÁSICOS,ALMOLOYA,HIDALGO 2  CENTRO ,43940,-98.40305556,19.70305556,2530
HGSSA000540,0,0,1,0,1,SSA,13,HIDALGO,10,HUEJUTLA,11,ATLAPEXCO,16,HUITZOTLACO,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,HUITZOTLACO,PLAZA PRINCIPAL SIN NÚMERO   ,43060,-98.37694444,21.04027778,180
HGSSA000581,3,0,1,0,1,SSA,13,HIDALGO,15,ATOTONILCO,12,ATOTONILCO EL GRANDE,1,ATOTONILCO EL GRANDE,UNIDAD DE CONSULTA EXTERNA,RURAL DE 03 NÚCLEOS BÁSICOS Y MÁS,ATOTONILCO EL GRANDE,AVENIDA JORGE VIESCA PALMA 102  CENTRO ,43300,-98.66861111,20.28527778,2080
HGSSA000663,0,0,1,0,1,SSA,13,HIDALGO,9,MOLANGO,14,CALNALI,1,CALNALI,UNIDAD DE CONSULTA EXTERNA,RURAL DE 02 NÚCLEOS BÁSICOS,CALNALI,CUAUHTÉMOC 879   ,43230,-98.58194444,20.89666667,920
HGSSA000815,2,0,1,0,1,SSA,13,HIDALGO,6,IXMIQUILPAN,15,CARDONAL,24,SAN MIGUEL TLAZINTLA,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,SAN MIGUEL TLAZINTLA,JUNTO A CONASUPO    ,42370,-99.08388889,20.63305556,2060
HGSSA000885,3,1,1,1,1,SSA,13,HIDALGO,2,TULANCINGO,16,CUAUTEPEC DE HINOJOSA,5,EL CAPULÍN,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,EL CAPULIN,EL CAPULIN POR LA CANCHA BASQUETBOL SIN NÚMERO   ,43740,-98.27555556,20.00805556,2360
HGSSA000972,1,0,1,0,1,SSA,13,HIDALGO,4,HUICHAPAN,17,CHAPANTONGO,20,TLAUNILOLPAN,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,TLAUNILOLPAN,CARRETERA CHAPANTONGO-NOPALA SIN NÚMERO   ,42910,-99.46888889,20.26305556,2270
HGSSA001054,2,0,1,0,1,SSA,13,HIDALGO,6,IXMIQUILPAN,19,CHILCUAUTLA,1,CHILCUAUTLA,UNIDAD DE CONSULTA EXTERNA,RURAL DE 02 NÚCLEOS BÁSICOS,CHILCUAUTLA,5 DE FEBRERO ESQUINA GUILLERMO PRIETO SIN NÚMERO   ,42750,-99.23,20.33,1860
HGSSA001136,0,0,1,0,1,SSA,13,HIDALGO,11,APAN,21,EMILIANO ZAPATA,1,EMILIANO ZAPATA,UNIDAD DE CONSULTA EXTERNA,RURAL DE 03 NÚCLEOS BÁSICOS Y MÁS,EMILIANO ZAPATA,CORREGIDORA ESQUINA HIDALGO SIN NÚMERO  CENTRO ,43961,-98.54638889,19.65416667,2480
HGSSA001170,0,1,1,0.875986993,1,SSA,13,HIDALGO,1,PACHUCA,22,EPAZOYUCAN,1,EPAZOYUCAN,UNIDAD DE CONSULTA EXTERNA,RURAL DE 02 NÚCLEOS BÁSICOS,EPAZOYUCAN,AVENIDA HIDALGO 9  CENTRO ,43580,-98.63722222,20.01694444,2460
HGSSA001223,3,0,1,0,1,SSA,13,HIDALGO,7,ACTOPAN,23,FRANCISCO I. MADERO,8,LÁZARO CÁRDENAS (COLONIA EL MEXE),UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,LÁZARO CÁRDENAS COLONIA EL MEXE,TORRES BODET SIN NÚMERO   ,42660,-99.09416667,20.22444444,2000
HGSSA001252,1,0,1,0,1,SSA,13,HIDALGO,15,ATOTONILCO,24,HUASCA DE OCAMPO,1,HUASCA DE OCAMPO,UNIDAD DE CONSULTA EXTERNA,RURAL DE 03 NÚCLEOS BÁSICOS Y MÁS,HUASCA,VICENTE GUERRERO 2  CENTRO ,43500,-98.57583333,20.20277778,2100
HGSSA001445,0,0,1,0,1,SSA,13,HIDALGO,10,HUEJUTLA,28,HUEJUTLA DE REYES,64,LOS OTATES,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,LOS OTATES,PRINCIPAL SIN NÚMERO   ,43000,-98.34583333,21.15055556,120
HGSSA001486,0,0,1,0,1,SSA,13,HIDALGO,10,HUEJUTLA,28,HUEJUTLA DE REYES,88,TEHUETLÁN,UNIDAD DE CONSULTA EXTERNA,RURAL DE 02 NÚCLEOS BÁSICOS,TEHUETLAN,AVENIDA HIDALGO SIN NÚMERO  CENTRO ,43000,-98.50861111,21.05361111,320
HGSSA001515,2,0,1,0.216636196,1,SSA,13,HIDALGO,4,HUICHAPAN,29,HUICHAPAN,1,HUICHAPAN,UNIDAD DE CONSULTA EXTERNA,RURAL DE 03 NÚCLEOS BÁSICOS Y MÁS,HUICHAPAN,DR. JOSÉ MARIA RIVERA SIN NÚMERO   ,42400,-99.65055556,20.37472222,2110
HGSSA001684,1,0,1,0,1,SSA,13,HIDALGO,6,IXMIQUILPAN,30,IXMIQUILPAN,26,JULIÁN VILLAGRÁN,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,JULIÁN VILLAGRAN,A UN COSTADO DE LA ESCUELA PRIMARIA    ,42300,-99.10027778,20.39694444,1920
HGSSA001713,0,0,1,0,0.965529621,SSA,13,HIDALGO,6,IXMIQUILPAN,30,IXMIQUILPAN,34,ORIZABITA,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,ORIZABITA,A UN COSTADO DE LA BIBLIOTECA    ,42300,-99.20861111,20.58388889,1900
HGSSA001725,0,0,0,0,0,SSA,13,HIDALGO,6,IXMIQUILPAN,30,IXMIQUILPAN,35,PANALES,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,PANALES,PRINCIPAL SIN NÚMERO   ,42320,-99.26694444,20.46944444,1760
HGSSA001800,1,0,1,0,1,SSA,13,HIDALGO,16,JACALA,31,JACALA DE LEDEZMA,1,JACALA,UNIDAD DE CONSULTA EXTERNA,RURAL DE 02 NÚCLEOS BÁSICOS,JACALA,JUVENTINO ROJAS 106   ,42200,-99.19,21.005,1320
HGSSA001894,2,0,1,0,1,SSA,13,HIDALGO,9,MOLANGO,34,LOLOTLA,15,CHICONCOAC,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,CHICONCOAC,CERCA DE LA IGLESIA    ,43140,-98.73527778,20.98111111,1240
HGSSA001906,1,1,1,1,1,SSA,13,HIDALGO,13,OTOMÍ TEPEHUA,35,METEPEC,1,METEPEC,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,METEPEC,AVENIDA MORELOS SIN NÚMERO   ,43400,-98.32138889,20.2375,2140
HGSSA001981,3,0,1,0,1,SSA,13,HIDALGO,8,METZTITLÁN,37,METZTITLÁN,38,SAN CRISTÓBAL,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,SAN CRISTÓBAL,NULL,43350,-98.82861111,20.64083333,1260
HGSSA002174,0,0,1,0,1,SSA,13,HIDALGO,9,MOLANGO,42,MOLANGO DE ESCAMILLA,1,MOLANGO,UNIDAD DE CONSULTA EXTERNA,RURAL DE 02 NÚCLEOS BÁSICOS,MOLANGO,AVENIDA HIDALGO 14  BARRIO SANTA CRUZ ,43100,-98.72916667,20.78555556,1600
HGSSA002326,0,0,1,0,1,SSA,13,HIDALGO,10,HUEJUTLA,46,SAN FELIPE ORIZATLÁN,1,ORIZATLÁN,UNIDAD DE CONSULTA EXTERNA,RURAL DE 03 NÚCLEOS BÁSICOS Y MÁS,SAN FELIPE ORIZATLAN,NIÑOS HÉROES SIN NÚMERO   ,43020,-98.60777778,21.17111111,180
HGSSA002355,0,0,1,0,1,SSA,13,HIDALGO,10,HUEJUTLA,46,SAN FELIPE ORIZATLÁN,44,LAS PIEDRAS (MICRÓPOLIS ECOLÓGICA LAS PIEDRAS),UNIDAD DE CONSULTA EXTERNA,RURAL DE 02 NÚCLEOS BÁSICOS,LAS PIEDRAS MICROPOLIS ECOLOGICA,DOMICILIO CONOCIDO   AUDIENCIA PUBLICA ,43020,-98.50194444,21.35888889,80
HGSSA002524,0,1,1,1,1,SSA,13,HIDALGO,1,PACHUCA,48,PACHUCA DE SOTO,1,PACHUCA DE SOTO,UNIDAD DE CONSULTA EXTERNA,URBANO DE 02 NÚCLEOS BÁSICOS,COLONIA EL ARBOLITO,REFORMA 1503   ,42010,-98.73583333,20.12166667,2000
HGSSA002652,3,0,1,0,1,SSA,13,HIDALGO,7,ACTOPAN,50,PROGRESO DE OBREGÓN,1,PROGRESO,UNIDAD DE CONSULTA EXTERNA,CENTRO DE SALUD CON HOSPITALIZACIÓN,PROGRESO,16 DE SEPTIEMBRE 10   ,42730,-99.18916667,20.24583333,1980
HGSSA002693,2,0,1,0.000185753,1,SSA,13,HIDALGO,1,PACHUCA,52,SAN AGUSTÍN TLAXIACA,1,SAN AGUSTÍN TLAXIACA,UNIDAD DE CONSULTA EXTERNA,RURAL DE 02 NÚCLEOS BÁSICOS,SAN AGUSTÍN TLAXIACA,AVENIDA FRANCISCO I. MADERO SIN NÚMERO   ,42160,-98.88583333,20.11444444,2360
HGSSA002903,0,0,1,0,1,SSA,13,HIDALGO,7,ACTOPAN,55,SANTIAGO DE ANAYA,1,SANTIAGO DE ANAYA,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,SANTIAGO DE ANAYA,REFORMA ESQUINA INDEPENDENCIA SIN NÚMERO   ,42620,-98.96277778,20.38166667,2040
HGSSA003002,0,1,1,1,1,SSA,13,HIDALGO,2,TULANCINGO,56,SANTIAGO TULANTEPEC DE LUGO GUERRERO,5,EL PEDREGAL DE SAN JOSÉ,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,EL PEDREGAL DE SAN JOSÉ,OLMOS SIN NÚMERO   ,43760,-98.40722222,20.06555556,2200
HGSSA003014,0,1,1,1,1,SSA,13,HIDALGO,2,TULANCINGO,57,SINGUILUCAN,1,SINGUILUCAN,UNIDAD DE CONSULTA EXTERNA,RURAL DE 03 NÚCLEOS BÁSICOS Y MÁS,SINGUILUCAN,EXPLANADA REVOLUCIÓN SIN NÚMERO  CENTRO ,43780,-98.51722222,19.9675,2630
HGSSA003055,3,0,1,0,1,SSA,13,HIDALGO,5,ZIMAPÁN,58,TASQUILLO,6,CANDELARIA,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,CANDELARIA,ATRAS DEL JARDÍN DE NIÑOS    ,42380,-99.31027778,20.56444444,1640
HGSSA003072,0,0,1,0,1,SSA,13,HIDALGO,4,HUICHAPAN,59,TECOZAUTLA,1,TECOZAUTLA,UNIDAD DE CONSULTA EXTERNA,RURAL DE 03 NÚCLEOS BÁSICOS Y MÁS,TECOZAUTLA,CALZADA DE GUADALUPE 26   ,42440,-99.63305556,20.53333333,1700
HGSSA003113,0,0,1,0,1,SSA,13,HIDALGO,4,HUICHAPAN,59,TECOZAUTLA,30,SAN FRANCISCO,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,SAN FRANCISCO,CARRETERA TECOZAUTLA-TEQUISQUIAPAN SIN NÚMERO   ,42450,-99.73333333,20.47305556,1830
HGSSA003195,1,1,1,1,1,SSA,13,HIDALGO,11,APAN,61,TEPEAPULCO,1,TEPEAPULCO,UNIDAD DE CONSULTA EXTERNA,RURAL DE 03 NÚCLEOS BÁSICOS Y MÁS,TEPEAPULCO,AVENIDA 18 DE MARZO 58  CENTRO ,43970,-98.55194444,19.78444444,2520
HGSSA003241,1,0,1,0,1,SSA,13,HIDALGO,9,MOLANGO,62,TEPEHUACÁN DE GUERRERO,1,TEPEHUACÁN DE GUERRERO,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,TEPEHUACAN DE GUERRERO,AVENIDA DEMOCRACIA ESQUINA INDEPENDENCIA SIN NÚMERO   ,43120,-98.84277778,21.01361111,880
HGSSA003376,0,1,1,1,1,SSA,13,HIDALGO,14,TEPEJI,63,TEPEJI DEL RÍO DE OCAMPO,6,MELCHOR OCAMPO (EL SALTO),UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,MELCHOR OCAMPO EL SALTO,FRANCISCO I. MADERO SIN NÚMERO   ,42870,-99.285,19.94361111,2150
HGSSA003393,3,1,1,1,1,SSA,13,HIDALGO,14,TEPEJI,63,TEPEJI DEL RÍO DE OCAMPO,11,SAN ILDEFONSO,UNIDAD DE CONSULTA EXTERNA,RURAL DE 02 NÚCLEOS BÁSICOS,SAN ILDEFONSO,ABUNDIO MARTINEZ SIN NÚMERO   ,42860,-99.36916667,19.99444444,2160
HGSSA003492,2,1,1,1,1,SSA,13,HIDALGO,12,TIZAYUCA,66,VILLA DE TEZONTEPEC,8,BENITO JUÁREZ,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,BENITO JUÁREZ,NO DISPONIBLE   BENITO JUÁREZ ,43880,-98.80583333,19.88944444,2350
HGSSA003516,0,1,1,1,1,SSA,13,HIDALGO,3,TULA,67,TEZONTEPEC DE ALDAMA,2,SANTIAGO ACAYUTLÁN,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,SANTIAGO ACAYUTLAN,AVENIDA MANANTIALES SIN NÚMERO   ,42760,-99.29222222,20.19611111,1980
HGSSA003550,0,0,1,0,1,SSA,13,HIDALGO,17,ZACUALTIPÁN,68,TIANGUISTENGO,1,TIANGUISTENGO,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,TIANGUISTENGO,AVENIDA RUPERTO ALARCÓN SIN NÚMERO  BARRIO CHICHITLA ,43270,-98.62916667,20.7275,1640
HGSSA003562,2,0,1,0,1,SSA,13,HIDALGO,17,ZACUALTIPÁN,68,TIANGUISTENGO,2,ATECOXCO,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,ATECOXCO,NO DISPONIBLE MANZANA 2  BARRIO TEPECO ,43280,-98.46777778,20.82555556,880
HGSSA003603,0,1,1,1,1,SSA,13,HIDALGO,12,TIZAYUCA,69,TIZAYUCA,1,TIZAYUCA,UNIDAD DE CONSULTA EXTERNA,URBANO DE 12 NÚCLEOS BÁSICOS Y MÁS,TIZAYUCA,AVENIDA 5 DE MAYO 22  EL PEDREGAL ,43800,-98.98916667,19.84166667,2270
HGSSA003656,3,1,1,1,1,SSA,13,HIDALGO,3,TULA,70,TLAHUELILPAN,1,TLAHUELILPAN,UNIDAD DE CONSULTA EXTERNA,RURAL DE 03 NÚCLEOS BÁSICOS Y MÁS,TLAHUELILPAN,5 DE MAYO 4   ,42780,-99.2325,20.13111111,2060
HGSSA003731,0,0,1,0,1,SSA,13,HIDALGO,8,METZTITLÁN,71,TLAHUILTEPA,30,XILOCUATITLA (EL PUERTO DE XILOCUATITLA),UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,XILOCUATITLA EL PUERTO DE XILOCUATITLA,NULL,42300,-98.91694444,20.98027778,1900
HGSSA004006,0,1,1,1,1,SSA,13,HIDALGO,3,TULA,76,TULA DE ALLENDE,10,MICHIMALOYA (SAN JUAN MICHIMALOYA),UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,MICHIMALOYA,CARRETERA TULA HÉROES CARRANZA KM. 10.5    ,42800,-99.39638889,20.10194444,2070
HGSSA004011,0,1,1,1,1,SSA,13,HIDALGO,3,TULA,76,TULA DE ALLENDE,11,BOMINTZHA,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,BOMINTZHA,PLAZA DE LA CONSTITUCIÓN 16   ,42800,-99.26944444,20.01083333,2240
HGSSA004163,0,0,1,0,1,SSA,13,HIDALGO,10,HUEJUTLA,78,XOCHIATIPAN,8,ATLALCO,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,ATLALCO,CARRETERA A ACANOA MANZANA 1   ,43090,-98.28472222,20.8175,500
HGSSA004233,0,0,1,0,1,SSA,13,HIDALGO,10,HUEJUTLA,80,YAHUALICA,1,YAHUALICA,UNIDAD DE CONSULTA EXTERNA,RURAL DE 03 NÚCLEOS BÁSICOS Y MÁS,YAHUALICA,AVENIDA HIDALGO Y HERMANOS SERDAN   CENTRO ,43080,-98.38194444,20.94916667,660
HGSSA004320,2,0,1,0,1,SSA,13,HIDALGO,17,ZACUALTIPÁN,81,ZACUALTIPÁN DE ÁNGELES,8,JALAPA,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,JALAPA,A UN COSTADO DEL DEPÓSITO DE AGUA    ,43200,-98.51583333,20.67194444,1520
HGSSA004385,0,1,1,0.838130713,1,SSA,13,HIDALGO,12,TIZAYUCA,83,ZEMPOALA,23,JAGÜEY DE TÉLLEZ (ESTACIÓN TÉLLEZ),UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,JAGUEY DE TELLEZ ESTACIÓN TELLEZ,SOLIDARIDAD 2000 SIN NÚMERO   ,43840,-98.78861111,19.98,2350
HGSSA004390,2,0,1,0,1,SSA,13,HIDALGO,5,ZIMAPÁN,84,ZIMAPÁN,1,ZIMAPÁN,UNIDAD DE CONSULTA EXTERNA,CENTRO DE SALUD CON HOSPITALIZACIÓN,ZIMAPAN,AVENIDA HEROICO COLEGIO MILITAR SIN NÚMERO   ,42230,-99.38194444,20.73694444,1780
HGSSA007704,2,1,1,1,1,SSA,13,HIDALGO,1,PACHUCA,48,PACHUCA DE SOTO,1,PACHUCA DE SOTO,UNIDAD DE CONSULTA EXTERNA,URBANO DE 05 NÚCLEOS BÁSICOS,CENTRO DE SALUD SUR PONIENTE,NULL,42084,-98.73583333,20.12166667,2000
HGSSA015573,2,0,1,0,1,SSA,13,HIDALGO,8,METZTITLÁN,36,SAN AGUSTÍN METZQUITITLÁN,1,MEZQUITITLÁN,UNIDAD DE CONSULTA EXTERNA,RURAL DE 03 NÚCLEOS BÁSICOS Y MÁS,CENTRO DE SALUD RURAL DE SAN AGUSTÍN METZQUITITLAN,NULL,43380,-98.6375,20.53277778,1360
HGSSA017644,0,1,1,0.392258406,0.392258406,SSA,13,HIDALGO,12,TIZAYUCA,82,ZAPOTLÁN DE JUÁREZ,1,ZAPOTLÁN DE JUÁREZ,UNIDAD DE CONSULTA EXTERNA,RURAL DE 02 NÚCLEOS BÁSICOS,ZAPOTLAN DE JUÁREZ,LIBERTAD SIN NÚMERO  CENTRO ,42190,-98.85972222,19.97138889,2360
HGSSA017900,0,0,1,0,1,SSA,13,HIDALGO,13,OTOMÍ TEPEHUA,53,SAN BARTOLO TUTOTEPEC,1,SAN BARTOLO TUTOTEPEC,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,SAN BARTOLO TUTOTEPEC,NO DISPONIBLE   INDUSTRIAL ,43440,-98.20111111,20.39972222,1000
MCSSA000084,1,1,1,1,1,SSA,15,MÉXICO,1,ATLACOMULCO,1,ACAMBAY DE RUÍZ CASTAÑEDA,36,LOS PILARES,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,LOS PILARES,JUNTO A LA ESCUELA PRIMARIA LOS PILARES    ,50348,-99.72111111,20.005,2630
MCSSA000101,1,0,1,0,1,SSA,15,MÉXICO,1,ATLACOMULCO,1,ACAMBAY DE RUÍZ CASTAÑEDA,40,SAN FRANCISCO SHAXNI,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,SAN FRANCISCO SHAXNI,JUNTO A LA ESCUELA PRIMARIA Y LA IGLESIA DE SAN FRANCISCO SHAXNI    ,50348,-99.99555556,20.04972222,2730
